,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,SALE_COND
5633,0,1253,1.0,1.0,3,0,1,3,2,5,8967625,0
5634,3,1859,3.0,2.0,5,0,0,1,2,5,11347040,4
5635,3,1805,3.0,2.0,5,0,2,1,0,3,13461540,2
5636,2,1274,2.0,1.0,4,0,1,3,2,5,11289880,0
5637,6,1709,1.0,1.0,4,0,2,3,1,5,19959060,2
5638,5,1909,2.0,1.0,5,0,0,2,1,5,13381530,0
5639,3,1591,2.0,1.0,4,0,2,0,2,4,13522410,0
5640,3,1674,2.0,1.0,4,1,2,2,1,2,14376860,2
5641,5,1730,1.0,1.0,4,0,1,0,2,5,13937920,1
5642,0,838,1.0,1.0,2,1,1,1,2,0,5448750,2
5643,3,1718,2.0,1.0,4,1,2,1,2,4,16246070,3
5644,3,1863,3.0,2.0,5,1,1,0,1,4,11077460,1
5645,2,746,1.0,1.0,2,1,0,1,1,5,8834250,4
5646,2,940,1.0,1.0,3,0,0,2,2,5,9446200,4
5647,6,1569,1.0,1.0,4,0,1,3,2,3,12196510,0
5648,4,2219,3.0,2.0,5,1,0,2,2,4,12382360,0
5649,0,843,1.0,1.0,2,0,1,1,2,0,5016625,4
5650,6,1779,1.0,1.0,4,0,1,0,0,5,13081220,1
5651,0,543,1.0,1.0,2,0,2,3,0,0,4521500,4
5652,4,2215,3.0,2.0,5,0,2,3,2,4,17812120,1
5653,0,551,1.0,1.0,2,1,2,3,1,0,5162250,1
5654,0,692,1.0,1.0,2,1,0,1,1,1,4485750,0
5655,4,2432,4.0,2.0,6,1,1,3,2,3,13849520,4
5656,2,892,1.0,1.0,3,0,2,2,2,3,10753200,3
5657,4,1734,2.0,1.0,4,1,2,1,1,5,15722880,3
5658,1,944,1.0,1.0,3,0,1,3,0,2,7028960,2
5659,3,1924,3.0,2.0,5,1,0,2,1,4,11095900,3
5660,5,1688,1.0,1.0,4,0,0,2,1,3,10560230,0
5661,4,1721,2.0,1.0,4,0,1,3,2,4,10728800,0
5662,2,745,1.0,1.0,2,1,2,1,2,3,10609450,4
5663,0,1590,2.0,2.0,4,1,2,3,1,1,11415250,2
5664,4,1719,2.0,1.0,4,1,2,1,1,5,15598600,0
5665,2,838,1.0,1.0,3,1,0,1,1,3,7812900,0
5666,4,1941,3.0,2.0,5,0,1,1,2,5,12045160,2
5667,2,1215,2.0,1.0,4,0,1,3,1,5,10569900,1
5668,0,926,1.0,1.0,3,1,0,2,1,0,5561250,4
5669,5,1609,1.0,1.0,4,0,1,3,0,3,11671660,2
5670,2,1226,2.0,1.0,4,1,1,0,1,3,10133720,1
5671,4,1478,2.0,1.0,4,0,0,2,2,5,10119880,4
5672,2,1041,1.0,1.0,3,1,2,3,1,5,13933850,0
5673,0,1420,2.0,2.0,4,0,1,3,2,3,8222000,4
5674,5,1933,2.0,1.0,5,0,2,3,2,5,22593290,4
5675,2,1093,1.0,1.0,3,0,1,2,1,5,9652510,1
5676,3,1683,2.0,1.0,4,0,1,0,1,2,8581000,2
5677,1,1165,1.0,1.0,3,1,0,0,1,0,7605945,3
5678,2,1083,1.0,1.0,3,0,2,2,1,5,13129250,4
5679,4,2004,3.0,2.0,5,0,0,3,1,4,10047540,0
5680,2,1102,1.0,1.0,3,1,0,0,1,4,8911850,0
5681,3,1565,2.0,1.0,4,1,2,3,2,2,13874910,2
5682,6,1938,2.0,1.0,5,0,0,1,0,4,12798530,4
5683,3,1615,2.0,1.0,4,0,0,0,2,3,9003860,1
5684,0,746,1.0,1.0,2,1,2,3,1,5,9029500,0
5685,2,824,1.0,1.0,3,1,2,2,0,4,11570100,4
5686,4,2432,4.0,2.0,6,1,1,1,2,4,13902360,1
5687,0,645,1.0,1.0,2,0,2,2,2,4,7575500,1
5688,3,1850,3.0,2.0,5,1,1,2,0,1,9150230,0
5689,4,1985,3.0,2.0,5,0,0,1,2,3,9893420,3
5690,0,1031,1.0,1.0,3,1,0,0,2,2,7121000,2
5691,3,1604,2.0,1.0,4,0,0,2,1,0,6334300,0
5692,1,640,1.0,1.0,2,1,2,0,0,2,8739135,4
5693,5,1666,1.0,1.0,4,1,1,0,0,4,13390780,4
5694,0,770,1.0,1.0,2,1,2,2,1,1,6386750,0
5695,6,1815,2.0,1.0,5,1,2,1,1,4,21165570,2
5696,4,2203,3.0,2.0,5,1,2,3,1,4,18055240,3
5697,0,1194,1.0,1.0,3,0,0,1,2,3,6501500,0
5698,3,1832,3.0,2.0,5,0,1,3,2,5,12583340,4
5699,0,639,1.0,1.0,2,0,2,2,2,3,7112250,2
5700,5,1638,1.0,1.0,4,0,0,2,0,4,10983530,2
5701,3,1800,2.0,1.0,4,0,2,0,2,5,15728210,0
5702,0,909,1.0,1.0,3,1,2,3,1,5,10578000,2
5703,0,1184,1.0,1.0,3,1,0,3,2,4,8425000,2
5704,3,1803,3.0,2.0,5,1,0,2,2,4,11541320,4
5705,2,713,1.0,1.0,2,0,0,1,2,5,7865000,1
5706,3,1624,2.0,1.0,4,1,0,3,0,0,7269300,1
5707,1,1077,1.0,1.0,3,1,1,3,2,2,9801720,2
5708,4,1729,2.0,1.0,4,0,0,2,2,3,8896740,0
5709,2,1065,1.0,1.0,3,0,2,2,2,3,12311250,0
5710,5,1671,1.0,1.0,4,1,0,1,0,4,12256520,4
5711,0,510,1.0,1.0,2,1,1,1,1,5,6583500,2
5712,1,1181,1.0,1.0,3,0,0,3,0,3,8557760,4
5713,2,758,1.0,1.0,2,0,2,1,1,3,9440800,3
5714,4,2156,3.0,2.0,5,1,1,1,1,4,12558620,2
5715,4,2004,3.0,2.0,5,1,0,1,1,5,12074700,4
5716,2,1067,1.0,1.0,3,1,0,0,1,3,8299100,0
5717,2,1085,1.0,1.0,3,0,0,3,1,4,8434850,1
5718,1,1064,1.0,1.0,3,0,2,1,2,5,14038465,0
5719,2,739,1.0,1.0,2,0,2,3,0,5,9729650,0
5720,5,1829,2.0,1.0,5,1,0,1,1,3,12627130,2
5721,6,1637,1.0,1.0,4,1,0,1,0,5,11905180,1
5722,1,763,1.0,1.0,2,0,1,2,2,4,8182525,2
5723,1,1138,1.0,1.0,3,0,0,1,1,2,7704145,2
5724,5,1724,1.0,1.0,4,1,0,1,2,4,12952940,0
5725,2,1017,1.0,1.0,3,1,1,1,0,4,9255790,3
5726,0,732,1.0,1.0,2,0,1,0,1,1,3974000,4
5727,3,1926,3.0,2.0,5,0,1,0,1,2,9477620,3
5728,2,958,1.0,1.0,3,0,1,2,2,4,9318660,4
5729,3,1938,3.0,2.0,5,0,1,3,0,1,8328830,1
5730,0,1362,2.0,2.0,4,0,1,0,1,5,8358250,2
5731,3,1627,2.0,1.0,4,0,1,3,0,2,8748900,4
5732,0,737,1.0,1.0,2,0,0,2,2,4,6030000,0
5733,2,726,1.0,1.0,2,0,2,3,2,5,11227800,4
5734,4,2189,3.0,2.0,5,1,0,2,1,3,11132540,3
5735,1,890,1.0,1.0,3,1,2,1,0,3,11045865,2
5736,2,810,1.0,1.0,3,0,0,2,0,5,7561350,1
5737,0,1592,2.0,2.0,4,1,0,2,0,0,6433250,0
5738,1,1245,2.0,2.0,4,0,1,0,1,0,8352235,4
5739,4,1479,2.0,1.0,4,0,2,1,2,4,13025840,1
5740,2,1259,2.0,1.0,4,1,1,1,2,5,12017530,4
5741,4,2042,3.0,2.0,5,1,1,3,1,4,12386540,1
5742,0,663,1.0,1.0,2,1,2,3,2,5,9938250,4
5743,4,2439,4.0,2.0,6,1,1,3,1,4,13774720,0
5744,6,1888,2.0,1.0,5,1,1,0,0,5,14042030,0
5745,0,1655,2.0,2.0,4,1,2,3,0,2,11697500,1
5746,1,1197,1.0,1.0,3,1,1,2,0,0,8116035,4
5747,1,966,1.0,1.0,3,1,2,2,0,4,12584475,0
5748,0,807,1.0,1.0,2,0,1,1,0,1,3953125,4
5749,2,862,1.0,1.0,3,1,2,1,1,4,11637200,0
5750,3,1625,2.0,1.0,4,0,2,3,0,4,14013210,4
5751,2,1143,1.0,1.0,3,0,2,3,1,3,12525300,2
5752,2,967,1.0,1.0,3,1,2,0,2,5,14064400,4
5753,2,1168,1.0,1.0,3,1,2,0,1,3,13063900,1
5754,3,1744,2.0,1.0,4,0,2,2,0,5,15120240,2
5755,3,1966,3.0,2.0,5,0,1,3,2,3,11354230,2
5756,3,1722,2.0,1.0,4,1,1,2,0,4,10728940,2
5757,3,1541,2.0,1.0,4,1,1,3,1,0,7851840,3
5758,4,1409,2.0,1.0,4,0,0,2,1,4,8545660,3
5759,4,1936,3.0,2.0,5,1,2,3,1,4,16549820,1
5760,4,2474,4.0,2.0,6,0,1,1,2,4,12913500,0
5761,2,1217,2.0,1.0,4,0,0,2,1,4,8829350,2
5762,2,1057,1.0,1.0,3,1,2,1,2,4,13875150,4
5763,2,955,1.0,1.0,3,0,2,0,2,5,12610500,3
5764,6,1608,1.0,1.0,4,1,2,2,0,5,19359180,4
5765,2,1010,1.0,1.0,3,0,0,3,0,4,7368100,1
5766,2,1170,1.0,1.0,3,0,2,2,2,5,14029100,1
5767,0,982,1.0,1.0,3,1,1,1,1,0,5028250,1
5768,0,763,1.0,1.0,2,0,0,1,1,5,6321500,1
5769,1,778,1.0,1.0,2,0,0,0,1,2,5856595,2
5770,0,1502,2.0,2.0,4,1,0,1,1,2,7825250,3
5771,1,1110,1.0,1.0,3,1,1,2,0,5,10708380,1
5772,2,759,1.0,1.0,2,0,1,3,0,5,7372180,1
5773,5,1789,1.0,1.0,4,1,2,1,2,5,21512830,3
5774,3,1884,3.0,2.0,5,1,2,0,0,4,15533370,0
5775,2,1181,1.0,1.0,3,1,1,0,2,4,11371920,4
5776,4,1567,2.0,1.0,4,0,1,1,2,5,10388980,0
5777,0,686,1.0,1.0,2,0,0,2,0,4,4762750,0
5778,3,1630,2.0,1.0,4,0,1,3,0,3,8689410,1
5779,4,1503,2.0,1.0,4,1,0,2,2,5,10790620,0
5780,3,1754,2.0,1.0,4,1,1,3,1,4,11481960,3
5781,0,1299,1.0,1.0,3,0,2,0,1,1,8259750,3
5782,2,983,1.0,1.0,3,1,1,3,0,4,9346410,4
5783,6,1708,1.0,1.0,4,1,2,0,2,5,20841430,2
5784,2,1230,2.0,1.0,4,1,2,1,2,4,15118500,3
5785,3,1760,2.0,1.0,4,1,2,0,2,1,15202400,4
5786,2,1180,1.0,1.0,3,1,0,1,1,3,8628250,3
5787,6,1915,2.0,1.0,5,1,1,2,1,5,15486610,2
5788,0,1533,2.0,2.0,4,0,2,1,0,5,11377000,3
5789,0,534,1.0,1.0,2,0,1,3,2,3,5378000,0
5790,4,1404,2.0,1.0,4,1,0,3,2,5,10334640,0
5791,2,949,1.0,1.0,3,1,0,0,0,3,7774950,3
5792,3,1876,3.0,2.0,5,0,0,2,0,4,9235150,0
5793,2,753,1.0,1.0,2,1,0,3,2,5,9266600,4
5794,2,993,1.0,1.0,3,1,0,2,0,5,9404600,4
5795,0,1257,1.0,1.0,3,0,0,3,2,2,6771500,0
5796,2,1280,2.0,1.0,4,1,2,1,1,5,15311500,0
5797,4,1337,2.0,1.0,4,1,0,3,2,3,9389920,2
5798,4,2325,4.0,2.0,6,0,0,3,1,5,11948440,2
5799,3,1946,3.0,2.0,5,1,1,2,0,5,12129270,3
5800,5,1719,1.0,1.0,4,1,0,2,1,3,11681650,1
5801,3,1636,2.0,1.0,4,1,2,1,2,4,15224290,3
5802,2,1264,2.0,1.0,4,1,2,3,1,4,15490850,4
5803,0,780,1.0,1.0,2,1,2,2,1,2,7608500,3
5804,4,2178,3.0,2.0,5,0,2,3,1,5,17268380,1
5805,0,1232,1.0,1.0,3,1,1,2,0,3,7500750,2
5806,0,762,1.0,1.0,2,0,0,2,0,1,3608250,3
5807,6,1934,2.0,1.0,5,1,0,2,1,4,14019480,1
5808,1,978,1.0,1.0,3,0,2,2,1,0,10283690,4
5809,4,2248,4.0,2.0,6,0,0,1,2,3,11109840,4
5810,5,1991,2.0,1.0,5,0,2,0,1,3,21350340,4
5811,0,573,1.0,1.0,2,1,0,3,0,4,5582500,0
5812,4,2496,4.0,2.0,6,1,2,3,2,4,20231160,2
5813,4,1931,3.0,2.0,5,0,1,1,2,3,10770140,2
5814,0,652,1.0,1.0,2,0,0,2,2,1,4664500,1
5815,2,770,1.0,1.0,2,1,0,1,1,4,8086750,3
5816,0,1323,1.0,1.0,3,0,2,3,1,3,10049250,1
5817,4,2180,3.0,2.0,5,0,1,2,1,4,11237140,0
5818,4,2458,4.0,2.0,6,0,2,2,1,4,18763360,4
5819,3,1684,2.0,1.0,4,1,0,0,2,2,10088120,4
5820,5,1556,1.0,1.0,4,0,2,3,0,5,18286600,2
5821,0,526,1.0,1.0,2,1,2,1,0,4,6956750,0
5822,2,714,1.0,1.0,2,1,2,0,0,5,10312400,3
5823,0,748,1.0,1.0,2,0,2,1,0,2,5699500,2
5824,1,635,1.0,1.0,2,0,2,1,0,0,6036800,3
5825,2,1137,1.0,1.0,3,1,1,0,1,4,10145540,1
5826,0,1132,1.0,1.0,3,1,0,1,0,4,7387000,2
5827,5,1804,2.0,1.0,5,1,1,0,0,3,13073340,3
5828,4,2327,4.0,2.0,6,0,0,3,1,4,11494940,3
5829,4,1966,3.0,2.0,5,1,1,1,2,4,12383920,3
5830,0,552,1.0,1.0,2,0,2,0,1,4,6624750,1
5831,4,1862,3.0,2.0,5,0,2,2,2,3,15087520,2
5832,3,1640,2.0,1.0,4,1,0,0,1,5,10295890,3
5833,2,1232,2.0,1.0,4,1,2,3,0,5,15414900,4
5834,2,799,1.0,1.0,2,1,1,1,2,3,8172980,1
5835,0,1114,1.0,1.0,3,0,1,1,1,1,5360500,2
5836,0,1444,2.0,2.0,4,0,0,3,1,2,6613250,2
5837,4,2369,4.0,2.0,6,1,0,1,2,4,13250400,4
5838,0,1642,2.0,2.0,4,0,2,2,1,5,12829750,2
5839,2,771,1.0,1.0,2,0,2,1,2,4,10724600,2
5840,3,1595,2.0,1.0,4,1,0,3,2,1,9524080,4
5841,6,1766,1.0,1.0,4,1,2,0,0,5,20283340,2
5842,3,1692,2.0,1.0,4,1,1,0,2,1,9427130,0
5843,6,1827,2.0,1.0,5,1,2,1,1,4,21340820,4
5844,2,1256,2.0,1.0,4,0,0,0,1,3,8547800,3
5845,3,1892,3.0,2.0,5,0,0,1,2,4,10412770,4
5846,6,1541,1.0,1.0,4,1,2,1,1,4,18197010,1
5847,1,798,1.0,1.0,2,0,1,0,1,2,6350490,0
5848,3,1845,3.0,2.0,5,1,1,3,2,1,10104040,2
5849,5,1519,1.0,1.0,4,0,1,2,2,4,12336310,2
5850,1,950,1.0,1.0,3,1,0,0,2,5,10978335,4
5851,0,910,1.0,1.0,3,0,0,1,1,4,6721750,3
5852,0,828,1.0,1.0,2,0,1,3,0,5,7031000,4
5853,5,1551,1.0,1.0,4,0,0,1,2,5,11925160,2
5854,2,831,1.0,1.0,3,1,1,3,1,5,9732220,2
5855,2,1196,1.0,1.0,3,0,2,2,1,3,12787100,0
5856,0,1589,2.0,2.0,4,0,0,2,2,2,7242250,3
5857,5,1874,2.0,1.0,5,1,0,3,2,4,14635980,4
5858,6,1867,2.0,1.0,5,1,2,1,0,4,20581260,3
5859,6,1909,2.0,1.0,5,1,2,3,0,3,20600300,0
5860,1,672,1.0,1.0,2,0,1,1,0,0,4456285,2
5861,5,1997,2.0,1.0,5,0,2,1,2,4,21744380,1
5862,5,1700,1.0,1.0,4,0,1,1,2,4,13342960,2
5863,4,1934,3.0,2.0,5,1,2,3,1,3,16063820,2
5864,5,1716,1.0,1.0,4,0,2,3,2,3,19151250,0
5865,2,736,1.0,1.0,2,0,2,3,0,3,8817800,4
5866,3,1505,2.0,1.0,4,0,1,3,1,2,8239330,3
5867,1,689,1.0,1.0,2,1,1,0,1,1,6946275,3
5868,2,862,1.0,1.0,3,0,1,2,0,4,7215190,2
5869,0,1320,1.0,1.0,3,1,1,1,0,3,7774000,4
5870,4,2300,4.0,2.0,6,0,1,3,2,3,12369320,2
5871,3,1697,2.0,1.0,4,0,1,0,2,1,8632400,3
5872,4,2178,3.0,2.0,5,0,0,1,2,4,10917620,0
5873,2,1229,2.0,1.0,4,0,0,1,2,4,10107150,4
5874,6,1549,1.0,1.0,4,0,2,0,1,3,16686780,3
5875,3,1911,3.0,2.0,5,0,0,1,1,0,8051490,3
5876,5,1654,1.0,1.0,4,0,1,0,1,5,12493450,0
5877,2,1224,2.0,1.0,4,0,0,2,1,5,9598800,1
5878,0,927,1.0,1.0,3,0,2,2,0,0,5644750,1
5879,2,1166,1.0,1.0,3,0,2,3,2,5,14849300,4
5880,1,900,1.0,1.0,3,1,0,2,1,4,9789995,4
5881,6,1924,2.0,1.0,5,0,1,0,1,3,13708870,3
5882,3,1527,2.0,1.0,4,0,2,1,1,1,11709470,2
5883,3,1773,2.0,1.0,4,0,0,0,1,1,7840470,2
5884,4,2187,3.0,2.0,5,1,2,1,2,3,17735560,2
5885,3,1574,2.0,1.0,4,1,2,3,1,3,13737660,2
5886,4,2235,4.0,2.0,6,1,2,2,1,4,18257260,1
5887,2,776,1.0,1.0,2,1,2,3,2,4,11711950,1
5888,1,1030,1.0,1.0,3,1,2,2,1,4,13840875,3
5889,2,791,1.0,1.0,2,1,1,0,0,5,8747420,2
5890,5,1600,1.0,1.0,4,0,2,1,1,4,18127850,4
5891,2,1270,2.0,1.0,4,0,0,2,1,3,8572850,1
5892,2,1150,1.0,1.0,3,0,1,2,1,3,8882750,2
5893,4,2369,4.0,2.0,6,1,2,1,1,5,19436960,3
5894,5,1814,2.0,1.0,5,1,2,3,0,4,20421310,1
5895,6,1925,2.0,1.0,5,0,2,0,2,5,22499550,4
5896,0,1217,1.0,1.0,3,1,0,1,0,0,5710250,4
5897,5,1668,1.0,1.0,4,0,0,0,1,3,10839370,2
5898,3,1668,2.0,1.0,4,1,1,3,2,3,10249920,0
5899,0,1435,2.0,2.0,4,1,2,1,1,2,10813000,2
5900,1,762,1.0,1.0,2,0,1,0,1,3,7283940,4
5901,3,1816,3.0,2.0,5,0,1,2,1,2,9423970,3
5902,2,1255,2.0,1.0,4,0,0,0,2,5,10222950,4
5903,4,2011,3.0,2.0,5,1,1,3,2,4,12914980,4
5904,3,1874,3.0,2.0,5,1,2,3,0,1,14057920,0
5905,3,1743,2.0,1.0,4,0,2,2,1,0,12498160,3
5906,5,1545,1.0,1.0,4,1,2,2,0,5,19030440,4
5907,2,782,1.0,1.0,2,1,2,2,1,5,11934800,1
5908,0,1349,2.0,2.0,4,1,1,3,1,0,7141125,2
5909,4,2443,4.0,2.0,6,0,0,3,1,4,11734800,3
5910,4,1696,2.0,1.0,4,1,0,2,1,3,9719120,3
5911,3,1727,2.0,1.0,4,0,2,2,2,1,13281650,4
5912,2,813,1.0,1.0,3,1,0,0,2,5,9512350,4
5913,5,1998,2.0,1.0,5,1,2,3,0,4,22401070,2
5914,4,1961,3.0,2.0,5,1,1,1,1,5,12616740,3
5915,4,2298,4.0,2.0,6,0,1,2,1,5,12631140,3
5916,0,1544,2.0,2.0,4,0,2,3,2,5,13846250,4
5917,5,1930,2.0,1.0,5,0,2,2,0,5,20695180,0
5918,1,642,1.0,1.0,2,1,0,2,2,3,8121150,2
5919,2,1066,1.0,1.0,3,0,2,3,0,3,11205450,1
5920,5,1673,1.0,1.0,4,1,1,0,2,5,14702890,4
5921,5,1829,2.0,1.0,5,1,0,2,0,5,13177330,1
5922,0,616,1.0,1.0,2,0,2,0,2,3,6805500,2
5923,1,713,1.0,1.0,2,0,1,2,2,2,7148255,4
5924,2,838,1.0,1.0,3,0,1,2,2,4,8371810,2
5925,3,1804,3.0,2.0,5,1,2,3,0,2,14524030,0
5926,5,1840,2.0,1.0,5,1,1,0,0,4,13802880,3
5927,1,876,1.0,1.0,3,1,1,0,0,2,7945255,4
5928,0,1213,1.0,1.0,3,0,1,1,1,3,6628625,1
5929,3,1541,2.0,1.0,4,0,0,3,0,0,5574400,1
5930,0,1401,2.0,2.0,4,0,0,3,1,4,7900250,4
5931,3,1637,2.0,1.0,4,0,1,2,1,2,8621960,0
5932,2,1299,2.0,1.0,4,1,0,2,2,5,11845200,3
5933,0,1160,1.0,1.0,3,0,2,2,1,4,9516250,1
5934,2,770,1.0,1.0,2,1,0,1,1,5,8558000,0
5935,0,1496,2.0,2.0,4,1,0,3,1,5,9789500,3
5936,2,911,1.0,1.0,3,1,1,0,1,3,8383570,0
5937,6,1763,1.0,1.0,4,1,0,3,1,3,12136090,0
5938,2,858,1.0,1.0,3,1,1,0,2,3,8905710,2
5939,3,1943,3.0,2.0,5,0,2,0,2,2,15165030,2
5940,3,1920,3.0,2.0,5,0,1,1,0,2,8905640,4
5941,0,672,1.0,1.0,2,1,0,2,0,3,5623500,3
5942,2,912,1.0,1.0,3,1,1,1,2,4,9962690,3
5943,0,584,1.0,1.0,2,1,2,3,0,1,5109750,0
5944,4,2222,4.0,2.0,6,1,2,3,2,4,18726320,0
5945,5,1939,2.0,1.0,5,1,2,0,0,4,21198330,3
5946,0,1420,2.0,2.0,4,0,1,2,2,1,7132750,0
5947,5,1993,2.0,1.0,5,1,0,0,1,4,13575070,1
5948,6,1818,2.0,1.0,5,1,0,2,0,5,13267610,1
5949,0,1459,2.0,2.0,4,1,2,3,1,0,9605500,0
5950,3,1889,3.0,2.0,5,1,0,2,1,0,8941450,3
5951,2,1155,1.0,1.0,3,1,0,2,0,5,9784500,2
5952,5,1707,1.0,1.0,4,1,2,3,2,3,20399250,4
5953,1,896,1.0,1.0,3,0,0,1,2,0,6226140,3
5954,3,1972,3.0,2.0,5,0,0,2,0,5,10282630,1
5955,3,1506,2.0,1.0,4,1,0,3,0,3,8202120,1
5956,2,868,1.0,1.0,3,1,0,0,2,4,8634900,2
5957,5,1661,1.0,1.0,4,1,2,2,0,3,18792260,4
5958,2,962,1.0,1.0,3,1,2,1,1,3,12288650,4
5959,4,1609,2.0,1.0,4,1,1,1,2,5,11311420,0
5960,2,1250,2.0,1.0,4,1,0,2,2,3,10236350,1
5961,5,1796,1.0,1.0,4,1,1,2,2,3,13800280,2
5962,0,909,1.0,1.0,3,0,1,1,1,3,5844625,1
5963,3,1930,3.0,2.0,5,0,1,0,2,5,11853530,4
5964,5,2000,2.0,1.0,5,0,2,1,2,3,21336660,2
5965,1,949,1.0,1.0,3,1,1,2,0,0,6620420,1
5966,5,1639,1.0,1.0,4,0,2,2,2,3,17976550,2
5967,2,923,1.0,1.0,3,1,0,0,0,4,7681650,3
5968,0,502,1.0,1.0,2,0,2,1,1,2,5358500,3
5969,3,1511,2.0,1.0,4,1,0,0,2,4,10369970,3
5970,1,873,1.0,1.0,3,1,2,1,1,4,12590580,2
5971,4,2155,3.0,2.0,5,0,0,3,2,4,11217480,3
5972,1,647,1.0,1.0,2,1,0,1,1,2,7204440,4
5973,2,934,1.0,1.0,3,1,1,2,0,5,9387330,2
5974,4,2251,4.0,2.0,6,1,0,3,1,5,12992320,4
5975,0,670,1.0,1.0,2,1,0,0,0,1,4513000,4
5976,0,1343,2.0,2.0,4,0,2,0,0,0,7585000,1
5977,2,1021,1.0,1.0,3,1,2,2,0,4,12605100,3
5978,0,882,1.0,1.0,2,0,2,2,0,1,5447000,0
5979,3,1573,2.0,1.0,4,0,0,1,0,3,8024600,4
5980,5,1979,2.0,1.0,5,0,2,2,0,3,20203750,3
5981,6,1926,2.0,1.0,5,0,2,3,0,5,21006920,3
5982,0,1347,2.0,2.0,4,0,0,2,0,4,6374000,0
5983,6,1760,1.0,1.0,4,1,2,0,1,3,19430380,1
5984,4,1776,2.0,1.0,4,1,2,2,1,3,15140080,4
5985,2,1037,1.0,1.0,3,1,0,2,1,5,9966200,1
5986,0,1365,2.0,2.0,4,1,1,3,1,1,7729875,1
5987,0,1179,1.0,1.0,3,0,2,2,0,5,10175500,3
5988,5,1514,1.0,1.0,4,1,1,0,1,3,11978250,0
5989,2,1103,1.0,1.0,3,1,2,2,0,5,13622050,0
5990,2,878,1.0,1.0,3,0,1,2,2,5,8960460,1
5991,5,1571,1.0,1.0,4,0,2,0,1,4,17542930,3
5992,3,1502,2.0,1.0,4,0,1,0,1,2,7489210,1
5993,3,1737,2.0,1.0,4,0,1,2,0,0,7688390,3
5994,0,1252,1.0,1.0,3,1,1,0,2,5,9951000,2
5995,0,1584,2.0,2.0,4,1,0,1,1,0,6972000,4
5996,5,1658,1.0,1.0,4,0,1,0,1,5,12547180,1
5997,5,1833,2.0,1.0,5,1,2,0,2,5,21926630,1
5998,2,1057,1.0,1.0,3,1,0,2,2,5,10186950,1
5999,0,871,1.0,1.0,2,0,1,0,0,5,6491375,3
6000,2,844,1.0,1.0,3,0,1,1,0,4,7676730,4
6001,5,1741,1.0,1.0,4,0,2,2,2,5,20560910,4
6002,4,2497,4.0,2.0,6,1,1,3,2,4,14367780,3
6003,0,1265,1.0,1.0,3,0,0,2,0,4,6927750,2
6004,5,1769,1.0,1.0,4,1,1,0,2,5,15502160,4
6005,6,1902,2.0,1.0,5,1,1,2,0,3,13780420,3
6006,4,1895,3.0,2.0,5,0,2,1,2,5,16234440,2
6007,4,1531,2.0,1.0,4,1,2,3,2,3,13926940,0
6008,3,1838,3.0,2.0,5,0,1,0,2,2,9660660,4
6009,1,1288,2.0,2.0,4,0,0,3,2,4,10621695,2
6010,5,1738,1.0,1.0,4,0,1,3,1,5,13104880,0
6011,0,1010,1.0,1.0,3,1,2,1,0,0,6787250,3
6012,1,909,1.0,1.0,3,0,2,3,1,0,9812105,2
6013,3,1635,2.0,1.0,4,1,2,0,0,3,13836800,4
6014,0,744,1.0,1.0,2,0,1,1,2,2,5236000,4
6015,0,945,1.0,1.0,3,0,0,1,1,1,4941000,4
6016,2,1063,1.0,1.0,3,1,0,0,2,5,10072650,2
6017,5,1823,2.0,1.0,5,0,2,1,0,4,19103360,3
6018,4,1358,2.0,1.0,4,0,1,1,2,4,9324040,2
6019,3,1870,3.0,2.0,5,0,0,3,2,0,8543280,4
6020,2,1207,2.0,1.0,4,0,1,3,1,3,8929340,2
6021,5,1892,2.0,1.0,5,0,1,3,0,3,13082710,1
6022,3,1857,3.0,2.0,5,0,1,3,2,3,10738570,2
6023,1,1296,2.0,2.0,4,1,1,3,0,5,11651505,2
6024,2,1012,1.0,1.0,3,1,0,2,1,3,8331850,2
6025,2,733,1.0,1.0,2,0,0,3,2,3,7319850,4
6026,0,1224,1.0,1.0,3,1,2,3,1,5,11543250,0
6027,3,1587,2.0,1.0,4,0,1,0,1,1,7299610,3
6028,2,858,1.0,1.0,3,0,1,0,1,5,8617960,3
6029,2,830,1.0,1.0,3,1,2,2,1,5,11842250,2
6030,3,1665,2.0,1.0,4,0,0,2,0,3,7516880,0
6031,1,1003,1.0,1.0,3,1,2,0,2,1,12344390,4
6032,2,867,1.0,1.0,3,1,1,0,1,5,9455790,3
6033,2,1081,1.0,1.0,3,1,1,3,2,4,10908570,1
6034,3,1976,3.0,2.0,5,1,2,0,0,3,15256080,2
6035,2,1118,1.0,1.0,3,0,0,3,2,3,8688350,4
6036,0,1283,1.0,1.0,3,0,1,2,2,4,8177125,3
6037,2,889,1.0,1.0,3,1,2,2,1,3,11546650,3
6038,4,2236,4.0,2.0,6,1,1,1,1,4,12734420,3
6039,4,2113,3.0,2.0,5,0,2,2,2,3,16129140,0
6040,6,1843,2.0,1.0,5,0,2,0,2,4,20889760,4
6041,4,1795,3.0,2.0,5,1,1,2,1,4,11511100,2
6042,1,1070,1.0,1.0,3,0,0,1,1,3,7770395,1
6043,6,1545,1.0,1.0,4,0,2,3,0,4,16838870,1
6044,3,1700,2.0,1.0,4,1,2,0,0,4,14602040,3
