,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE
5205,Adyar,1300,2009-05-06,70,2,2,4,AdjLand,1,1991-10-06,House,AllPub,NoAccess,RL,10790770
5206,Chrompet,1145,2013-11-28,49,1,1,3,AbNormal,1,1977-07-12,House,AllPub,Paved,RH,8894000
5207,T Nagar,1865,2012-12-12,131,2,1,5,AbNormal,1,2001-12-15,House,NoSeWa,Gravel,RL,14263020
5208,Chrompet,1168,2010-02-07,80,1,1,3,Family,0,2003-04-07,Commercial,NoSewr,NoAccess,RH,12162650
5209,Chrompet,827,2010-03-03,27,1,1,3,AbNormal,1,2006-04-03,Others,AllPub,Paved,RM,9878990
5210,Adyar,1185,2007-07-25,130,1,1,3,Partial,0,1982-07-31,Others,NoSeWa,Gravel,RH,9459475
5211,Adyar,1151,2011-08-12,104,1,1,3,AdjLand,1,1982-12-15,Others,ELO,Gravel,RL,11337335
5212,Adyar,616,2008-03-07,86,1,1,2,Family,0,1971-07-13,Others,NoSeWa,Gravel,C,5301855
5213,Chrompet,700,2012-11-13,172,1,1,2,Family,1,1986-11-20,Commercial,NoSeWa,NoAccess,RM,10163100
5214,Adyar,922,2009-04-25,59,1,1,3,Partial,1,1978-03-05,Commercial,NoSeWa,NoAccess,C,9892565
5215,KK Nagar,1505,2009-08-02,70,2,1,4,AdjLand,1,1993-12-02,Commercial,NoSeWa,Gravel,RL,14753320
5216,Adyar,1208,2008-04-01,183,2,2,4,AbNormal,0,1988-09-01,House,AllPub,Paved,A,7137900
5217,KK Nagar,1400,2011-09-11,143,2,1,4,Normal Sale,0,1997-12-11,Others,AllPub,Gravel,RH,9150280
5218,Chrompet,1205,2009-06-10,39,2,1,4,Normal Sale,0,1983-10-13,Others,AllPub,NoAccess,RL,9127350
5219,Chrompet,818,2015-05-02,118,1,1,3,Family,0,2003-08-02,Others,AllPub,Paved,RH,7482260
5220,Velachery,1789,2009-06-11,145,2,1,4,Partial,1,1966-11-17,House,ELO,NoAccess,RH,8640110
5221,Chrompet,1098,2009-02-07,115,1,1,3,AbNormal,0,1976-10-07,Others,NoSewr,NoAccess,RL,8259010
5222,KK Nagar,2035,2010-10-25,94,3,2,5,AdjLand,0,2002-10-27,Others,AllPub,Paved,RL,11899860
5223,Karapakkam,1243,2010-08-12,147,1,1,3,Partial,1,1993-12-12,House,AllPub,NoAccess,A,5323250
5224,Karapakkam,844,2012-03-14,101,1,1,2,Family,0,2000-03-17,Commercial,NoSewr,Gravel,A,6614000
5225,Karapakkam,615,2011-04-24,18,1,1,2,Normal Sale,1,1963-06-05,House,NoSewr,NoAccess,A,3189500
5226,Anna Nagar,1854,2014-02-11,120,2,1,5,Normal Sale,1,1993-07-11,Others,ELO,NoAccess,RL,13938740
5227,Chrompet,888,2007-01-05,144,1,1,3,Family,1,1969-10-05,House,AllPub,Gravel,RH,8263500
5228,Adyar,657,2009-06-02,177,1,1,2,AdjLand,0,1994-10-02,House,ELO,Paved,A,4937025
5229,Chrompet,1283,2009-06-01,126,2,1,4,Normal Sale,0,1973-01-15,Commercial,NoSeWa,NoAccess,RH,12502800
5230,T Nagar,1715,2012-08-22,27,1,1,4,AdjLand,1,1976-08-31,House,NoSewr,Gravel,RL,13554470
5231,Karapakkam,1655,2011-07-21,97,2,2,4,Normal Sale,1,1985-07-27,House,NoSeWa,Paved,RL,9347000
5232,Karapakkam,1013,2011-12-29,53,1,1,3,Partial,1,2004-12-30,House,NoSeWa,Paved,C,5822750
5233,Chrompet,763,2008-09-15,124,1,1,2,Partial,1,1995-09-19,Commercial,AllPub,Paved,RM,11726550
5234,T Nagar,1881,2009-05-20,14,2,1,5,Normal Sale,1,1990-05-25,Commercial,ELO,Gravel,RM,22686330
5235,Chrompet,928,2009-07-11,178,1,1,3,Family,0,2002-09-11,Commercial,NoSeWa,NoAccess,RM,11398650
5236,Karapakkam,1149,2010-07-06,21,1,1,3,Family,0,1983-06-14,House,ELO,Paved,RH,6142750
5237,Karapakkam,1255,2012-01-20,200,1,1,3,AbNormal,0,1972-01-30,Others,ELO,Gravel,C,6020125
5238,Adyar,1160,2011-10-26,27,1,1,3,Normal Sale,1,1987-01-11,House,AllPub,NoAccess,RM,10208460
5239,Velachery,1544,2007-07-05,196,2,1,4,Family,1,1982-05-13,Commercial,AllPub,NoAccess,C,12204650
5240,Karapakkam,1058,2011-07-14,132,1,1,3,AbNormal,0,1988-07-19,House,NoSewr,Gravel,RL,7370250
5241,Velachery,1765,2010-05-03,38,2,1,4,AdjLand,0,2003-07-03,Others,ELO,Gravel,C,9613940
5242,Adyar,864,2010-03-12,144,1,1,3,AdjLand,1,1989-08-12,Commercial,AllPub,NoAccess,C,10436115
5243,Karapakkam,1374,2012-02-13,28,2,2,4,Normal Sale,1,1974-02-22,Commercial,NoSewr,Gravel,RH,11837500
5244,Chrompet,1072,2009-07-01,77,1,1,3,Family,0,1992-12-01,Others,NoSewr,NoAccess,RH,7775990
5245,Chrompet,1087,2014-12-26,141,1,1,3,Family,1,1993-12-31,Commercial,NoSewr,NoAccess,RH,12318550
5246,Anna Nagar,1645,2008-06-24,193,1,1,4,Family,0,1969-04-07,House,AllPub,NoAccess,RH,10038630
5247,Karapakkam,895,2010-04-16,42,1,1,3,Normal Sale,1,1986-04-22,Commercial,NoSewr,Gravel,C,8346000
5248,Anna Nagar,1587,2009-03-24,190,1,1,4,Normal Sale,0,1974-02-04,Others,NoSewr,NoAccess,RL,11569710
5249,Velachery,1531,2007-11-04,134,2,1,4,AbNormal,0,1952-04-24,House,NoSeWa,Gravel,RL,8672000
5250,KK Nagar,1689,2010-04-05,36,2,1,4,Partial,1,1992-08-05,Others,NoSeWa,Paved,RM,11217940
5251,Karapakkam,613,2009-07-14,163,1,1,2,AbNormal,0,1976-07-22,House,AllPub,Gravel,RH,5425250
5252,KK Nagar,2494,2009-09-26,161,4,2,6,Normal Sale,1,1995-09-30,Others,NoSewr,Paved,RH,13347960
5253,Velachery,1545,2009-08-24,49,2,1,4,Normal Sale,0,1992-08-28,House,ELO,NoAccess,C,6629690
5254,Velachery,1550,2007-06-13,57,2,1,4,Normal Sale,1,1963-06-24,Others,NoSewr,Gravel,RL,10757980
5255,KK Nagar,2318,2009-12-24,17,4,2,6,AbNormal,1,1995-12-28,Commercial,NoSeWa,Paved,RL,18690080
5256,KK Nagar,2481,2011-10-08,170,4,2,6,Normal Sale,1,2006-11-08,House,AllPub,Gravel,RL,13638900
5257,Velachery,1552,2006-10-26,45,2,1,4,Family,0,1988-10-30,Commercial,NoSewr,NoAccess,I,11881010
5258,Karapakkam,943,2010-08-23,73,1,1,3,Partial,1,2000-08-25,Commercial,ELO,Gravel,RL,10297500
5259,T Nagar,1635,2010-04-23,190,1,1,4,AbNormal,0,1996-04-26,House,NoSeWa,Gravel,RH,11544130
5260,Karapakkam,1121,2011-11-11,77,1,1,3,Normal Sale,1,1997-11-14,Commercial,ELO,Paved,C,8947500
5261,Karapakkam,1241,2011-05-20,50,1,1,3,Partial,1,1970-05-30,Others,ELO,Paved,RH,7399625
5262,Velachery,1869,2009-02-12,173,3,2,5,Normal Sale,1,1965-12-13,House,NoSeWa,Gravel,A,8815630
5263,Chrompet,1264,2013-10-08,122,2,1,4,AdjLand,1,1977-08-19,House,NoSewr,Paved,RM,10977400
5264,Velachery,1558,2007-12-23,35,2,1,4,Family,1,2000-12-24,House,NoSewr,Gravel,I,9470890
5265,Chrompet,765,2009-08-10,172,1,1,2,Normal Sale,1,1975-10-17,Commercial,AllPub,Paved,RL,10961500
5266,Chrompet,950,2012-07-12,156,1,1,3,Normal Sale,1,1974-12-17,House,NoSewr,Gravel,RM,9817500
5267,Chrompet,1248,2012-10-25,123,2,1,4,Family,1,2007-10-27,Commercial,AllPub,Paved,RL,15195150
5268,Karapakkam,901,2010-05-18,40,1,1,3,Partial,1,2004-05-19,Others,ELO,NoAccess,A,4678875
5269,Karapakkam,1410,2009-12-27,164,2,2,4,Normal Sale,0,1997-12-30,House,NoSewr,Gravel,RH,7976000
5270,KK Nagar,2263,2011-05-15,22,4,2,6,Normal Sale,0,1995-05-19,House,AllPub,Gravel,RM,12336720
5271,T Nagar,1745,2011-01-04,169,1,1,4,Partial,0,1980-08-04,Others,ELO,Paved,RL,12486170
5272,KK Nagar,2100,2009-09-19,125,3,2,5,Family,0,1980-09-26,Commercial,NoSeWa,Gravel,RM,17101580
5273,KK Nagar,2414,2009-05-11,54,4,2,6,Normal Sale,1,2000-07-11,Commercial,AllPub,Gravel,RL,20151580
5274,Chrompet,793,2007-02-13,146,1,1,2,Family,1,1997-02-15,Others,NoSewr,NoAccess,RM,8702510
5275,Anna Nagar,1502,2012-01-08,87,1,1,4,Partial,1,1998-05-08,Commercial,NoSeWa,Gravel,RH,17876680
5276,Karapakkam,748,2012-02-03,98,1,1,2,Family,1,2002-05-03,Others,AllPub,NoAccess,A,4555000
5277,Chrompet,788,2009-09-24,39,1,1,2,Partial,0,1977-02-10,House,NoSeWa,Gravel,RL,7130400
5278,Karapakkam,1341,2011-02-14,165,2,2,4,AbNormal,0,1973-02-23,Commercial,AllPub,NoAccess,C,8469500
5279,Anna Nagar,1571,2012-08-11,41,1,1,4,Normal Sale,1,1979-11-17,Others,NoSewr,NoAccess,RL,12511690
5280,Adyar,944,2009-06-20,63,1,1,3,AbNormal,1,1987-06-26,Commercial,NoSeWa,NoAccess,C,10559330
5281,Chrompet,1206,2009-07-05,62,2,1,4,Normal Sale,0,1996-10-05,House,NoSeWa,Paved,RM,9696550
5282,Karapakkam,1465,2011-02-15,26,2,2,4,Normal Sale,0,1963-02-27,Commercial,NoSeWa,Gravel,RH,11015000
5283,Chrompet,707,2008-08-10,148,1,1,2,AbNormal,1,1997-11-10,Others,NoSeWa,NoAccess,RH,7191840
5284,Velachery,1968,2004-01-16,51,3,2,5,AbNormal,0,1959-01-27,Others,AllPub,NoAccess,C,8620150
5285,Chrompet,813,2009-06-12,169,1,1,3,Normal Sale,1,1975-12-15,Others,AllPub,NoAccess,RM,8836310
5286,Karapakkam,586,2009-10-08,178,1,1,2,Normal Sale,1,1974-08-19,Commercial,NoSeWa,Paved,C,5852250
5287,Karapakkam,1671,2010-05-14,81,2,2,4,Normal Sale,0,1968-05-24,House,NoSewr,Paved,I,6843000
5288,Velachery,1740,2010-09-07,14,2,1,4,AbNormal,1,1996-12-07,Commercial,ELO,NoAccess,RM,15673080
5289,Velachery,1633,2010-08-18,12,2,1,4,Normal Sale,1,1962-08-30,Commercial,ELO,NoAccess,RM,14483410
5290,Karapakkam,550,2009-12-18,4,1,1,2,AdjLand,1,1978-12-26,Others,NoSewr,Paved,RL,6804500
5291,Adyar,1267,2007-07-27,49,2,2,4,Normal Sale,1,2002-07-28,House,ELO,NoAccess,C,8380775
5292,Adyar,916,2009-07-12,114,1,1,3,Partial,1,1987-12-13,Others,NoSewr,NoAccess,RH,8165230
5293,T Nagar,1872,2007-04-24,194,2,1,5,Family,1,2001-04-25,Commercial,ELO,Paved,RM,22201820
5294,Chrompet,1148,2011-08-26,85,1,1,3,AdjLand,0,1989-08-31,House,ELO,Gravel,RL,9311100
5295,KK Nagar,1840,2009-12-27,16,3,2,5,AdjLand,0,1995-12-31,Commercial,NoSeWa,Gravel,RM,16377280
5296,Karapakkam,586,2011-09-13,45,1,1,2,AbNormal,0,1969-09-23,Others,NoSewr,Paved,RH,4737250
5297,Karapakkam,1121,2010-01-31,26,1,1,3,Normal Sale,0,2002-02-02,Commercial,NoSeWa,NoAccess,C,7446000
5298,KK Nagar,2430,2009-11-05,115,4,2,6,Normal Sale,0,1998-05-14,Commercial,AllPub,Gravel,RH,18554220
5299,KK Nagar,2256,2009-01-16,39,4,2,6,Partial,0,1985-01-22,House,NoSewr,Gravel,RH,10538280
5300,Chrompet,1280,2014-07-29,63,2,1,4,Family,0,1981-06-08,Commercial,AllPub,Gravel,RL,14468350
5301,Chrompet,1184,2012-01-01,63,1,1,3,Family,1,1976-10-01,Commercial,AllPub,Paved,RL,14032000
5302,Anna Nagar,1775,2007-05-07,30,1,1,4,Normal Sale,0,2001-06-07,Commercial,NoSeWa,Paved,RM,20551520
5303,Chrompet,1062,2009-01-04,117,1,1,3,Partial,1,1979-09-04,Others,ELO,Paved,RH,8819440
5304,Chrompet,823,2008-11-29,31,1,1,3,Family,1,1975-08-12,Commercial,AllPub,Gravel,RL,11935150
5305,Velachery,1626,2006-05-09,37,2,1,4,Family,1,1966-09-15,Others,ELO,Gravel,C,9092600
5306,Karapakkam,774,2011-06-26,74,1,1,2,Normal Sale,1,1983-03-07,Commercial,NoSeWa,Paved,A,6390000
5307,Velachery,1627,2009-04-01,103,2,1,4,Normal Sale,1,2004-06-01,Others,ELO,NoAccess,RL,10449500
5308,KK Nagar,2078,2011-10-11,150,3,2,5,AbNormal,1,2005-11-11,House,NoSeWa,Gravel,RL,12142520
5309,Anna Nagar,1740,2009-07-28,182,1,1,4,AbNormal,1,1979-05-08,House,ELO,Paved,RH,12115600
5310,Adyar,630,2011-05-21,141,1,1,2,Normal Sale,1,1972-05-30,Commercial,ELO,Gravel,I,9386685
5311,Karapakkam,1474,2012-09-03,90,2,2,4,Normal Sale,1,2006-11-03,Commercial,NoSeWa,NoAccess,RH,11581500
5312,Chrompet,1114,2008-05-15,194,1,1,3,AbNormal,0,1986-05-21,Others,AllPub,Gravel,RL,9791680
5313,Chrompet,1188,2012-04-20,88,1,1,3,Normal Sale,0,2005-04-22,Commercial,AllPub,NoAccess,RL,13144050
5314,Chrompet,1273,2013-12-20,91,2,1,4,AbNormal,0,1990-12-26,Others,NoSeWa,NoAccess,RL,9283260
5315,Velachery,1884,2010-07-16,199,3,2,5,AbNormal,1,1991-07-21,Commercial,ELO,NoAccess,RM,16515880
5316,Karapakkam,1550,2011-11-28,165,2,2,4,Partial,1,1962-10-12,House,ELO,Gravel,C,7079750
5317,Adyar,1208,2009-12-11,80,2,2,4,Normal Sale,0,1975-11-21,Others,AllPub,Paved,RL,10253410
5318,Chrompet,1231,2010-04-15,48,2,1,4,Partial,1,2004-04-16,Commercial,AllPub,Paved,RH,14256100
5319,Chrompet,914,2014-04-19,29,1,1,3,AdjLand,0,2003-04-22,Commercial,AllPub,Paved,RM,12493850
5320,Velachery,1578,2011-05-01,57,2,1,4,AdjLand,1,1984-12-01,House,ELO,Gravel,I,9489290
5321,Chrompet,938,2014-08-14,74,1,1,3,AdjLand,1,1998-08-18,House,NoSewr,NoAccess,RL,8766600
5322,KK Nagar,2240,2008-05-03,98,4,2,6,Normal Sale,0,1984-11-03,Others,NoSeWa,Paved,RM,12436280
5323,T Nagar,1595,2007-10-16,136,1,1,4,Normal Sale,0,1985-10-21,Commercial,NoSeWa,Paved,RM,18673590
5324,KK Nagar,2438,2008-10-11,105,4,2,6,Normal Sale,1,1996-11-13,Commercial,NoSeWa,Gravel,RH,19369040
5325,Chrompet,707,2011-12-18,108,1,1,2,Normal Sale,0,1980-12-25,Others,ELO,Paved,RM,7582840
5326,Velachery,1697,2006-03-10,153,2,1,4,Family,1,1958-10-15,Others,NoSewr,Gravel,RM,11750710
5327,KK Nagar,2049,2010-05-04,46,3,2,5,AbNormal,0,1989-10-04,Commercial,NoSeWa,Paved,RH,15247820
5328,Anna Nagar,1775,2014-06-26,101,1,1,4,AdjLand,1,1979-05-07,Others,ELO,Gravel,RM,15310800
5329,Karapakkam,957,2010-06-04,2,1,1,3,AdjLand,0,2000-08-04,House,NoSeWa,Gravel,A,5180000
5330,Karapakkam,1592,2009-11-10,8,2,2,4,AdjLand,0,2002-10-13,Others,ELO,Gravel,C,8033250
5331,KK Nagar,2317,2010-12-28,137,4,2,6,AdjLand,0,1996-01-01,Others,AllPub,Paved,RL,12871040
5332,Chrompet,742,2013-11-15,7,1,1,2,AbNormal,0,1978-11-24,Others,NoSeWa,NoAccess,RH,5925790
5333,Chrompet,763,2008-06-17,13,1,1,2,Family,0,1986-06-23,Others,AllPub,Paved,RH,7036410
5334,Velachery,1738,2006-02-26,195,2,1,4,AbNormal,1,1993-01-03,Commercial,ELO,Gravel,RH,15676760
5335,Chrompet,791,2007-03-05,156,1,1,2,Normal Sale,1,1986-08-05,House,NoSewr,NoAccess,RM,8285550
5336,Anna Nagar,1662,2010-08-24,152,1,1,4,Normal Sale,0,1976-01-09,Commercial,ELO,NoAccess,RM,18293830
5337,Anna Nagar,1794,2010-01-27,45,1,1,4,Family,0,1970-06-02,Others,NoSewr,Gravel,RM,13876620
5338,Chrompet,841,2013-11-11,183,1,1,3,Normal Sale,0,1988-11-17,House,AllPub,Gravel,RL,8142550
5339,Adyar,702,2010-03-04,51,1,1,2,AdjLand,1,1989-08-04,Commercial,AllPub,NoAccess,RH,10353315
5340,Karapakkam,1009,2011-10-03,55,1,1,3,AbNormal,1,1962-03-22,Others,NoSewr,Gravel,I,6878625
5341,KK Nagar,1522,2011-05-29,0,2,1,4,Normal Sale,0,1988-03-06,Commercial,NoSeWa,Gravel,RL,13456660
5342,Adyar,1274,2007-04-10,79,2,2,4,Normal Sale,0,1989-08-10,Others,NoSewr,NoAccess,RM,10588470
5343,KK Nagar,2175,2010-10-17,72,3,2,5,AbNormal,0,1985-10-23,House,AllPub,Gravel,RL,11346500
5344,KK Nagar,2101,2010-04-19,69,3,2,5,Partial,1,1988-04-24,House,NoSeWa,Gravel,RL,11642240
5345,Adyar,837,2008-02-05,2,1,1,3,Normal Sale,0,1974-11-05,Others,NoSeWa,Paved,RL,8005310
5346,Anna Nagar,1845,2011-08-12,183,2,1,5,AbNormal,1,2005-09-12,Commercial,ELO,Gravel,RM,22619470
5347,Adyar,1245,2007-02-24,176,2,2,4,Normal Sale,0,2000-02-26,House,ELO,NoAccess,I,7828105
5348,Velachery,1510,2006-05-22,128,2,1,4,AdjLand,0,1990-05-26,Others,NoSewr,Gravel,RM,11077770
5349,Velachery,1562,2008-02-02,20,2,1,4,Normal Sale,1,1956-02-15,House,NoSeWa,Paved,C,7584040
5350,Chrompet,792,2010-07-02,16,1,1,2,Normal Sale,0,1994-11-02,House,NoSewr,NoAccess,RM,7387600
5351,Chrompet,1124,2013-10-30,142,1,1,3,AbNormal,0,1997-03-11,Commercial,NoSewr,Gravel,RL,13370400
5352,Velachery,1917,2008-05-26,88,3,2,5,AdjLand,0,1976-03-06,Commercial,NoSewr,Paved,RL,16094990
5353,Velachery,1910,2008-04-11,149,3,2,5,Normal Sale,0,1964-11-15,Commercial,NoSewr,Paved,RH,15030330
5354,Adyar,1151,2008-12-07,190,1,1,3,Partial,1,1996-07-15,House,AllPub,NoAccess,C,7666980
5355,KK Nagar,2158,2010-04-27,27,3,2,5,Family,0,2003-04-29,Commercial,NoSewr,Paved,RL,16918940
5356,Karapakkam,1464,2010-03-05,39,2,2,4,Partial,1,1961-05-15,House,AllPub,NoAccess,RL,7732750
5357,Chrompet,883,2012-07-19,163,1,1,3,AdjLand,1,1979-07-28,Commercial,AllPub,NoAccess,RM,12231750
5358,Karapakkam,532,2009-06-09,78,1,1,2,AbNormal,0,1982-09-13,House,NoSewr,NoAccess,RM,5283250
5359,KK Nagar,1925,2008-09-16,125,3,2,5,Partial,0,1982-09-23,House,NoSeWa,Paved,RL,9570520
5360,Chrompet,1067,2011-03-14,4,1,1,3,Partial,1,1977-03-22,Others,ELO,Gravel,RL,9842290
5361,Chrompet,801,2013-04-14,106,1,1,3,AdjLand,0,1988-04-20,Commercial,NoSeWa,Gravel,RL,11064550
5362,KK Nagar,1536,2008-08-09,122,2,1,4,Normal Sale,1,2000-10-09,Others,AllPub,Gravel,RH,10706080
5363,Velachery,1505,2008-03-29,123,2,1,4,AdjLand,1,1960-10-04,Others,AllPub,NoAccess,RL,9834610
5364,Chrompet,849,2009-11-20,120,1,1,3,AbNormal,0,1996-11-23,Commercial,AllPub,NoAccess,RM,10980150
5365,Velachery,1514,2011-03-23,100,2,1,4,Partial,0,1971-02-04,Others,NoSewr,Gravel,RH,8935900
5366,Chrompet,1181,2010-11-04,14,1,1,3,AbNormal,0,1984-04-17,Commercial,AllPub,NoAccess,RH,12089100
5367,T Nagar,1773,2010-05-03,131,1,1,4,Partial,0,1980-12-03,House,NoSeWa,Gravel,RL,11966700
5368,Anna Nagar,1906,2011-09-21,29,2,1,5,Partial,0,1973-09-30,House,NoSewr,Gravel,RL,12755110
5369,Chrompet,1061,2010-03-19,31,1,1,3,Family,0,1972-03-28,Commercial,NoSewr,Paved,RM,12617700
5370,Velachery,1520,2009-08-11,6,2,1,4,AbNormal,1,1980-11-15,Commercial,NoSeWa,Paved,A,11872680
5371,KK Nagar,1564,2011-10-04,187,2,1,4,Family,1,1984-04-16,Commercial,AllPub,Paved,RH,13566940
5372,Velachery,1900,2004-02-24,4,3,2,5,Family,1,1958-07-03,Others,ELO,Gravel,C,10080770
5373,Chrompet,1120,2009-06-01,5,1,1,3,Normal Sale,1,2002-08-01,Others,NoSewr,Paved,RH,9914650
5374,Karapakkam,1147,2009-02-12,93,1,1,3,Family,0,1986-08-12,Others,ELO,Paved,C,5352875
5375,Chrompet,1087,2014-01-07,41,1,1,3,Normal Sale,0,1994-06-07,House,NoSewr,NoAccess,RM,8499600
5376,Karapakkam,955,2012-01-18,40,1,1,3,Partial,1,1994-01-22,House,AllPub,NoAccess,RH,6221000
5377,Karapakkam,545,2010-11-17,121,1,1,2,Normal Sale,0,1998-11-20,Others,NoSewr,Gravel,C,4591875
5378,KK Nagar,1494,2008-07-08,169,2,1,4,AbNormal,0,1979-08-15,Commercial,AllPub,Gravel,RL,13331980
5379,Karapakkam,1649,2011-09-23,200,2,2,4,Partial,1,1991-09-28,Commercial,NoSewr,Paved,RL,13264000
5380,Adyar,1297,2011-09-18,120,2,2,4,Family,1,2005-09-19,Commercial,NoSeWa,Paved,RM,16625090
5381,Karapakkam,676,2011-06-11,156,1,1,2,Family,0,1982-11-13,Others,ELO,Gravel,A,3741250
5382,Anna Nagar,1523,2011-10-15,181,1,1,4,Family,1,1983-10-22,House,AllPub,NoAccess,RM,12010860
5383,Anna Nagar,1704,2012-01-22,126,1,1,4,Normal Sale,0,2003-01-24,Others,ELO,NoAccess,RL,12432100
5384,Karapakkam,827,2010-03-15,105,1,1,2,Partial,1,2004-03-16,Others,AllPub,NoAccess,RH,6421125
5385,Chrompet,897,2012-08-11,126,1,1,3,AdjLand,0,2008-09-11,House,ELO,NoAccess,RL,7649800
5386,Karapakkam,1024,2010-03-01,134,1,1,3,Normal Sale,1,1994-07-01,House,ELO,Paved,RH,7119000
5387,KK Nagar,1707,2012-03-28,101,2,1,4,Partial,1,1994-02-04,Others,NoSeWa,Paved,RM,11187900
5388,T Nagar,1838,2013-08-17,75,2,1,5,AbNormal,1,1980-08-25,House,ELO,NoAccess,RL,12673360
5389,Karapakkam,1680,2011-10-30,86,2,2,4,Family,0,1969-09-11,Others,ELO,Paved,RH,7872500
5390,Anna Nagar,1617,2007-11-20,58,1,1,4,AdjLand,1,2001-11-21,House,ELO,Gravel,RM,14115670
5391,Chrompet,927,2009-09-30,185,1,1,3,AbNormal,0,1993-04-10,Others,AllPub,Gravel,RH,8368990
5392,Adyar,873,2006-08-12,67,1,1,3,Partial,0,1973-12-16,Commercial,ELO,Gravel,RM,12099995
5393,Anna Nagar,1841,2011-04-07,16,2,1,5,Partial,1,2002-06-07,Commercial,AllPub,NoAccess,RM,21252230
5394,Karapakkam,712,2011-04-25,115,1,1,2,AdjLand,0,1989-04-30,Others,ELO,NoAccess,C,3833500
5395,Anna Nagar,1860,2012-06-07,200,2,1,5,Family,1,1970-07-17,Others,ELO,NoAccess,RL,13463390
5396,Velachery,1774,2011-01-06,149,2,1,4,AdjLand,0,1964-12-06,House,ELO,NoAccess,A,6468090
5397,Anna Nagar,1781,2007-03-11,102,1,1,4,Normal Sale,1,1996-05-11,Commercial,NoSewr,Gravel,RM,22007470
5398,KK Nagar,1351,2008-03-05,192,2,1,4,Normal Sale,1,1989-08-05,House,NoSewr,Gravel,RH,9284180
5399,KK Nagar,2263,2009-04-02,87,4,2,6,Partial,0,1996-08-02,House,AllPub,Paved,RL,11050660
5400,KK Nagar,1956,2009-06-10,155,3,2,5,AbNormal,0,1988-11-10,Others,AllPub,Paved,RM,11633740
5401,Karapakkam,1199,2011-05-04,122,1,1,3,Family,1,1968-04-15,Others,ELO,NoAccess,RM,8061375
5402,Chrompet,960,2011-03-12,151,1,1,3,Normal Sale,1,1994-07-12,Commercial,NoSewr,NoAccess,RL,12145750
5403,Karapakkam,1053,2009-09-12,124,1,1,3,Family,0,1985-12-15,Commercial,NoSeWa,Paved,RL,9221000
5404,KK Nagar,1944,2011-10-07,173,3,2,5,Family,1,1996-07-13,Commercial,AllPub,Paved,RL,16666700
5405,Chrompet,780,2009-02-15,41,1,1,2,AdjLand,0,1982-02-22,Others,NoSeWa,NoAccess,RM,7685050
5406,Velachery,1868,2006-02-20,59,3,2,5,AbNormal,1,1963-03-03,Others,NoSewr,Paved,A,9188710
5407,Karapakkam,511,2011-03-24,49,1,1,2,Partial,1,1996-03-27,House,AllPub,NoAccess,RM,6479750
5408,Adyar,951,2010-02-03,180,1,1,3,AdjLand,0,1999-05-03,Commercial,ELO,Gravel,C,11174665
5409,Chrompet,1150,2013-01-11,6,1,1,3,Partial,0,1998-05-11,House,NoSeWa,Paved,RM,9120250
5410,Anna Nagar,1758,2009-12-06,4,1,1,4,Normal Sale,1,1997-06-15,House,ELO,Gravel,RM,14289740
5411,Karapakkam,703,2011-02-12,171,1,1,2,AdjLand,1,2003-04-12,House,ELO,Gravel,RH,7240500
5412,Chrompet,973,2014-12-02,53,1,1,3,AdjLand,0,1993-02-17,House,AllPub,NoAccess,RL,7935350
5413,Adyar,1128,2009-01-02,28,1,1,3,AdjLand,1,1993-05-02,Commercial,AllPub,Gravel,RH,15093640
5414,Karapakkam,578,2010-09-26,29,1,1,2,AdjLand,1,1971-06-10,House,NoSeWa,NoAccess,RL,5754250
5415,T Nagar,1669,2013-07-06,193,1,1,4,Partial,0,2000-10-06,Others,NoSeWa,NoAccess,RL,12021830
5416,Adyar,1096,2010-05-21,103,1,1,3,Family,1,2005-05-22,House,NoSeWa,NoAccess,C,7537975
5417,Anna Nagar,1595,2013-02-20,58,1,1,4,Partial,0,2000-02-24,Others,NoSeWa,NoAccess,RH,10854110
5418,Anna Nagar,1825,2014-11-12,77,2,1,5,AbNormal,1,1992-12-16,Others,NoSeWa,Gravel,RM,15603340
5419,Chrompet,1298,2014-12-01,157,2,1,4,Family,1,1999-01-16,Others,AllPub,NoAccess,RL,10636110
5420,T Nagar,1812,2007-09-09,82,2,1,5,Normal Sale,0,1963-09-20,House,NoSewr,NoAccess,RL,11643180
5421,Karapakkam,975,2011-01-09,166,1,1,3,AdjLand,1,1975-10-09,Commercial,AllPub,NoAccess,RL,9577000
5422,KK Nagar,1830,2011-12-14,76,3,2,5,AbNormal,0,1990-12-19,House,AllPub,Gravel,RM,10916420
5423,Karapakkam,1054,2011-06-17,34,1,1,3,Family,0,1981-06-24,Commercial,NoSewr,NoAccess,A,6235500
5424,Anna Nagar,1852,2007-01-27,55,2,1,5,Family,0,1977-03-02,House,AllPub,NoAccess,RL,11827050
5425,Chrompet,1057,2014-10-06,76,1,1,3,Normal Sale,1,1988-06-16,House,ELO,Gravel,RH,8931100
5426,Anna Nagar,1616,2007-06-04,111,1,1,4,AdjLand,1,1963-04-17,House,NoSeWa,Gravel,RM,13510630
5427,Velachery,1500,2011-06-17,162,2,1,4,AdjLand,1,1957-06-30,House,NoSeWa,Gravel,A,7628730
